rank,base_product,suggested_product,recommendation_basis,commercial_review,location_priority_bucket,location_proximity,priority_bucket,score,base_customer_count,base_order_count,base_product_last_seen_date,base_product_orders_last_12m,base_product_live_title,base_product_url,base_product_url_confidence,base_product_locality,base_product_country,base_product_continent,suggested_customer_count,suggested_product_last_seen_date,suggested_product_orders_last_12m,suggested_product_recent_activity_weight,suggested_product_live_title,suggested_product_url,suggested_product_url_match_score,suggested_product_url_match_gap,suggested_product_url_confidence,suggested_product_locality,suggested_product_country,suggested_product_continent,overlap_customer_count,later_customer_count,later_customer_weighted_12m,post_purchase_rate,same_order_count,same_order_weighted_12m,same_order_rate,phi_coefficient,lift,recency_weighted_score,confidence_flag,suggested_product_url_clean
3,Lanús Matchday Experience,Argentinos Juniors Matchday Ex…,lifetime_overlap,approved_same_city,0,same_city,4,81.871561,5,5,2026-03-17,5,Lanús Matchday Experience,https://homefans.com/product/lanus-matchday-experience/,high,Buenos Aires,Argentina,South America,70,2026-04-06,70,118.808219,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.404,0.806,high,Buenos Aires,Argentina,South America,1,0,0.0,0.0,0,0.0,0.0,0.04937,11.794286,81.871561,low,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/
1,Santa Marta Favela Tour,Botafogo Matchday Experience w…,lifetime_overlap,approved_same_city,0,same_city,4,174.022863,5,5,2026-02-11,5,"Santa Marta Favela Tour, Football Game w/ Locals & Traditional Lunch",https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/,high,Rio de Janeiro,Brazil,South America,167,2026-04-13,168,269.446588,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.631,0.251,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.028199,4.943713,174.022863,low,https://homefans.com/product/botafogo-matchday-experience-2/
2,Santa Marta Favela Tour,Flamengo Matchday Adventure -…,lifetime_overlap,approved_same_city,0,same_city,4,168.171347,5,5,2026-02-11,5,"Santa Marta Favela Tour, Football Game w/ Locals & Traditional Lunch",https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/,high,Rio de Janeiro,Brazil,South America,169,2026-04-13,169,253.136988,Flamengo Matchday Adventure – Experience our Atmosphere!,https://homefans.com/product/flamengo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.486,0.926,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.027954,4.885207,168.171347,low,https://homefans.com/product/flamengo-matchday-experience-2/
3,Santa Marta Favela Tour,São Paulo FC Matchday Experien…,lifetime_overlap,approved_same_country,1,same_country,4,78.728868,5,5,2026-02-11,5,"Santa Marta Favela Tour, Football Game w/ Locals & Traditional Lunch",https://homefans.com/product/santa-marta-favela-tour-football-game-w-locals-traditional-lunch/,high,Rio de Janeiro,Brazil,South America,69,2026-04-10,69,111.56439,São Paulo FC Matchday Experience,https://homefans.com/product/sao-paulo-fc-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,3.21,0.005,high,São Paulo,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.049786,11.965217,78.728868,low,https://homefans.com/product/sao-paulo-fc-matchday-experience/
1,Slavia Prague Matchday Experie…,Sparta Prague Matchday Experie…,lifetime_overlap,approved_same_city,0,same_city,4,23.358723,5,5,2026-03-31,5,Slavia Prague Matchday Experience,https://homefans.com/product/slavia-prague-matchday-experience/,high,Prague,Czech Republic,Europe,4,2026-03-29,5,7.99726,Sparta Prague Matchday Experience,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.065,1.011,high,Prague,Czech Republic,Europe,1,0,0.0,0.0,0,0.0,0.0,0.222766,206.4,23.358723,low,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/
1,Vasco da Gama Match Experience,🏆 Top Rated | Fluminense Match…,later_lifecycle,approved_same_city,0,same_city,3,198.566568,5,5,2026-03-26,5,Vasco da Gama Match Experience,https://homefans.com/product/vasco-da-gama-match-experience-the-most-hostile-ground-as-a-local/,high,Rio de Janeiro,Brazil,South America,174,2026-04-10,178,290.660276,🏆 Top Rated | Fluminense Matchday Experience,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.316,1.079,high,Rio de Janeiro,Brazil,South America,1,1,1.950685,0.2,0,0.0,0.0,0.027357,4.744828,198.566568,medium,https://homefans.com/product/see-fluminense-live-in-the-iconic-maracana/
2,Vasco da Gama Match Experience,Botafogo Matchday Experience w…,lifetime_overlap,approved_same_city,0,same_city,4,174.022863,5,5,2026-03-26,5,Vasco da Gama Match Experience,https://homefans.com/product/vasco-da-gama-match-experience-the-most-hostile-ground-as-a-local/,high,Rio de Janeiro,Brazil,South America,167,2026-04-13,168,269.446588,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.631,0.251,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.028199,4.943713,174.022863,low,https://homefans.com/product/botafogo-matchday-experience-2/
3,Vasco da Gama Match Experience,Fluminense Matchday Experience…,lifetime_overlap,approved_same_city,0,same_city,4,171.981942,5,5,2026-03-26,5,Vasco da Gama Match Experience,https://homefans.com/product/vasco-da-gama-match-experience-the-most-hostile-ground-as-a-local/,high,Rio de Janeiro,Brazil,South America,158,2026-04-12,162,271.93699,Fluminense Matchday Experience – Long Side Seats,https://homefans.com/product/fluminense-matchday-experience-short-side-seats/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.426,0.233,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.029354,5.225316,171.981942,low,https://homefans.com/product/fluminense-matchday-experience-short-side-seats/
1,Boca Juniors Football Match Ex…,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0,same_city,3,57.783647,4,4,2025-10-16,4,Boca Juniors Popular Matchday Experience (Standing Section),https://homefans.com/product/boca-juniors-matchday-experience/,high,Buenos Aires,Argentina,South America,33,2026-04-10,33,54.093151,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.193,0.303,high,Buenos Aires,Argentina,South America,1,1,1.589041,0.25,0,0.0,0.0,0.084635,31.272727,57.783647,medium,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/
2,Boca Juniors Football Match Ex…,Buenos Aires: Discover Buenos…,later_lifecycle,approved_same_city,0,same_city,3,34.754864,4,4,2025-10-16,4,Boca Juniors Popular Matchday Experience (Standing Section),https://homefans.com/product/boca-juniors-matchday-experience/,high,Buenos Aires,Argentina,South America,2,2025-11-13,2,3.164383,Buenos Aires: Discover Buenos Aires’ Football Legacy by bike,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.133,0.988,high,Buenos Aires,Argentina,South America,1,1,1.586301,0.25,0,0.0,0.0,0.353125,516.0,34.754864,medium,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/
1,C.D. Guadalajara: Las Chivas M…,Mexico City: Matchday Experien…,lifetime_overlap,approved_same_country,1,same_country,4,22.631578,4,4,2026-02-14,4,"C.D. Guadalajara: Las Chivas Matchday experience (@Guadalajara, Mexico)",https://homefans.com/product/c-d-guadalajara-las-chivas-matchday-experience/,high,Guadalajara,Mexico,North America,2,2025-10-13,2,2.684932,"Club América Match Day Experience, México City",https://homefans.com/product/club-america-match-day-experience-mexico-city/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1.829,0.045,high,Mexico City,Mexico,North America,1,0,0.0,0.0,0,0.0,0.0,0.353125,516.0,22.631578,low,https://homefans.com/product/club-america-match-day-experience-mexico-city/
1,Derby Della Madonnina: AC Mila…,Single Room Surcharge,later_lifecycle,approved_ancillary_bundle,2,ancillary_bundle,3,33.964158,4,4,2025-12-04,4,Derby Della Madonnina: AC Milan v Internazionale,https://homefans.com/product/derby-della-madonnina-ac-milan-v-internazionale/,high,Milan,Italy,Europe,5,2026-01-26,5,7.794521,Single Room Supplement,https://homefans.com/product/single-room-supplement/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,,,manual,,,,1,1,1.473973,0.25,0,0.0,0.0,0.222766,206.4,33.964158,medium,https://homefans.com/product/single-room-supplement/
1,Longside Middle / Lower upgrad…,Boca Juniors Matchday Like a L…,same_order_bundle,approved_strong_bundle_without_location,4,no_location_info,0,258.403767,4,4,2026-04-07,4,Longside Middle / Lower upgrade,https://homefans.com/product/longside-middle-lower-upgrade/,high,,,,184,2026-04-13,185,297.326031,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,Buenos Aires,Argentina,South America,4,0,0.0,0.0,4,7.901371,1.0,0.144188,22.434783,258.403767,high,https://homefans.com/product/boca-juniors-matchday-experience-4/
1,Manchester United Matchday Exp…,Queens Park Rangers (QPR) Matc…,lifetime_overlap,approved_same_country,1,same_country,4,24.345807,4,4,2025-12-13,4,Manchester United Matchday Experience,https://homefans.com/product/manchester-united-matchday-experience/,high,Manchester,United Kingdom,Europe,7,2026-03-29,7,10.975343,Queens Park Rangers (QPR) Matchday Experience,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.893,0.649,high,London,United Kingdom,Europe,1,0,0.0,0.0,0,0.0,0.0,0.187951,147.428571,24.345807,low,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/
1,Sparta Prague Matchday Experie…,Slavia Prague Matchday Experie…,later_lifecycle,approved_same_city,0,same_city,3,36.935482,4,5,2026-03-29,5,Sparta Prague Matchday Experience,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/,high,Prague,Czech Republic,Europe,5,2026-03-31,5,8.857535,Slavia Prague Matchday Experience,https://homefans.com/product/slavia-prague-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.099,1.065,high,Prague,Czech Republic,Europe,1,1,1.769863,0.25,0,0.0,0.0,0.222766,206.4,36.935482,medium,https://homefans.com/product/slavia-prague-matchday-experience/
1,Stadium Tour Buenos Aires (Min…,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0,same_city,3,203.423402,4,4,2025-11-19,4,Stadium Tour Buenos Aires (Minimum 2 people – All week). The first Stadium Tour in LATAM,https://homefans.com/product/stadium-tour-buenos-aires/,high,Buenos Aires,Argentina,South America,184,2026-04-13,185,297.326031,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,Buenos Aires,Argentina,South America,1,1,1.6,0.25,0,0.0,0.0,0.031002,5.608696,203.423402,medium,https://homefans.com/product/boca-juniors-matchday-experience-4/
2,Stadium Tour Buenos Aires (Min…,Platense - Match Day Experienc…,later_lifecycle,approved_same_city,0,same_city,3,43.890342,4,4,2025-11-19,4,Stadium Tour Buenos Aires (Minimum 2 people – All week). The first Stadium Tour in LATAM,https://homefans.com/product/stadium-tour-buenos-aires/,high,Buenos Aires,Argentina,South America,17,2026-03-13,18,29.49589,Platense – Match Day Experience at the home of the Argentine champions.,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.928,0.211,high,Buenos Aires,Argentina,South America,1,1,1.583562,0.25,0,0.0,0.0,0.119574,60.705882,43.890342,medium,https://homefans.com/product/platense-match-day-experience/
3,Stadium Tour Buenos Aires (Min…,Ultimate Argentina: 11 Day Foo…,lifetime_overlap,approved_same_city,0,same_city,4,43.864181,4,4,2025-11-19,4,Stadium Tour Buenos Aires (Minimum 2 people – All week). The first Stadium Tour in LATAM,https://homefans.com/product/stadium-tour-buenos-aires/,high,Buenos Aires,Argentina,South America,31,2026-04-09,32,50.484931,Ultimate Argentina: 11 Day Football Adventure in Buenos Aires,https://homefans.com/product/ultimate-argentina/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.683,1.205,high,Buenos Aires,Argentina,South America,1,0,0.0,0.0,0,0.0,0.0,0.087476,33.290323,43.864181,low,https://homefans.com/product/ultimate-argentina/
1,Ultimate Istanbul Football Adv…,Istanbul Matchday Experiences,later_lifecycle,approved_same_city,0,same_city,1,53.826878,4,4,2025-09-22,4,Ultimate Istanbul Football Adventure,https://homefans.com/product/istanbul-football-tour/,high,Istanbul,Turkey,Europe,15,2025-11-14,16,22.912328,Istanbul Matchday Experiences,https://homefans.com/product/istanbul-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.39,1.336,high,Istanbul,Turkey,Europe,2,2,2.8,0.5,0,0.0,0.0,0.256914,137.6,53.826878,high,https://homefans.com/product/istanbul-matchday-experiences/
2,Ultimate Istanbul Football Adv…,Fenerbahçe Matchday Experience,later_lifecycle,approved_same_city,0,same_city,3,65.127775,4,4,2025-09-22,4,Ultimate Istanbul Football Adventure,https://homefans.com/product/istanbul-football-tour/,high,Istanbul,Turkey,Europe,42,2026-04-07,45,69.854798,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.67,0.111,high,Istanbul,Turkey,Europe,1,1,1.317808,0.25,0,0.0,0.0,0.074427,24.571429,65.127775,medium,https://homefans.com/product/fenerbahce-matchday-experience/
3,Ultimate Istanbul Football Adv…,Extra Night (Single Room),later_lifecycle,approved_ancillary_bundle,2,ancillary_bundle,3,37.036729,4,4,2025-09-22,4,Ultimate Istanbul Football Adventure,https://homefans.com/product/istanbul-football-tour/,high,Istanbul,Turkey,Europe,6,2026-04-08,6,10.20548,Extra night (Single),https://homefans.com/product/extra-night-single/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.635,0.279,high,,,,1,1,1.723288,0.25,0,0.0,0.0,0.203183,172.0,37.036729,medium,https://homefans.com/product/extra-night-single/
1,ARGENTINA & BRAZIL: Rio de Jan…,The Ultimate Superclásico: Riv…,later_lifecycle,approved_same_city,0,same_city,3,37.664881,3,3,2026-03-27,3,ARGENTINA & BRAZIL: Rio de Janeiro to Buenos Aires,https://homefans.com/product/brazil-argentina-small-group-adventures/,high,Buenos Aires,Argentina,South America,6,2026-02-17,6,9.542465,The Ultimate Superclásico: River Plate v Boca Juniors,https://homefans.com/product/superclasico/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.268,1.068,high,Buenos Aires,Argentina,South America,1,1,1.849315,0.333333,0,0.0,0.0,0.234931,229.333333,37.664881,medium,https://homefans.com/product/superclasico/
2,ARGENTINA & BRAZIL: Rio de Jan…,Extra Night Stay,later_lifecycle,approved_ancillary_bundle,2,ancillary_bundle,1,61.414788,3,3,2026-03-27,3,ARGENTINA & BRAZIL: Rio de Janeiro to Buenos Aires,https://homefans.com/product/brazil-argentina-small-group-adventures/,high,Buenos Aires,Argentina,South America,2,2026-03-30,2,3.90411,Extra Night Stay,https://homefans.com/product/extra-night-stay/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.947,0.274,high,,,,2,2,3.90411,0.666667,0,0.0,0.0,0.816398,1376.0,61.414788,high,https://homefans.com/product/extra-night-stay/
1,Belgrade Eternal Derby from In…,Airport Transfers,later_lifecycle,approved_ancillary_bundle,2,ancillary_bundle,3,36.88884,3,3,2025-12-31,3,Belgrade Eternal Derby from Inside,https://homefans.com/product/belgrade-eternal-derby-from-inside/,high,Belgrade,Serbia,Europe,10,2025-12-30,10,15.646575,Airport transfer,https://homefans.com/product/airport-transfer/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.007,0.361,high,,,,1,1,1.471233,0.333333,0,0.0,0.0,0.181533,137.6,36.88884,medium,https://homefans.com/product/airport-transfer/
1,FC Utrecht matchday experience,Ajax Amsterdam Matchday Experi…,lifetime_overlap,approved_same_country,1,same_country,4,27.394414,3,3,2025-09-28,3,FC Utrecht matchday experience,https://homefans.com/product/fc-utrecht-matchday-and-old-town-utrecht-experience/,high,Utrecht,Netherlands,Europe,13,2026-02-01,13,18.605481,Ajax Amsterdam Matchday Experience,https://homefans.com/product/ajax-amsterdam-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.082,1.354,high,Amsterdam,Netherlands,Europe,1,0,0.0,0.0,0,0.0,0.0,0.158923,105.846154,27.394414,low,https://homefans.com/product/ajax-amsterdam-matchday-experience/
1,Fenerbahçe Matchday Experience…,Matchday and Street Food Tour…,same_order_bundle,approved_same_city,0,same_city,2,36.199502,3,3,2025-12-08,3,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,high,Istanbul,Turkey,Europe,2,2025-10-02,2,2.936986,"Matchday and Street Food Tour with Beşiktaş, Galatasaray and Fenerbahce",https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.387,1.044,high,Istanbul,Turkey,Europe,1,0,0.0,0.0,1,1.471233,0.333333,0.407902,688.0,36.199502,medium,https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/
2,Fenerbahçe Matchday Experience…,Fenerbahçe Matchday Experience,later_lifecycle,approved_same_city,0,same_city,3,67.957698,3,3,2025-12-08,3,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,high,Istanbul,Turkey,Europe,42,2026-04-07,45,69.854798,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.67,0.111,high,Istanbul,Turkey,Europe,1,1,1.715068,0.333333,0,0.0,0.0,0.086842,32.761905,67.957698,medium,https://homefans.com/product/fenerbahce-matchday-experience/
1,Fulham Matchday Experience,Manchester United Pre-Match Ex…,later_lifecycle,approved_same_country,1,same_country,3,43.019836,3,3,2026-04-07,3,Fulham Matchday Experience,https://homefans.com/product/watch-live-fulham-at-craven-cottage/,high,London,United Kingdom,Europe,1,2026-04-09,1,1.989041,Manchester United Pre-Match Experience – Old Trafford Build-Up with a Local Fan (No Match Ticket Included),https://homefans.com/product/manchester-united-matchday-experience-in-manchester/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3.001,0.534,high,Manchester,United Kingdom,Europe,1,1,1.989041,0.333333,0,0.0,0.0,0.57721,1376.0,43.019836,medium,https://homefans.com/product/manchester-united-matchday-experience-in-manchester/
1,Santos FC Matchday Experience…,Botafogo Matchday Experience w…,later_lifecycle,approved_same_country,1,same_country,3,189.021841,3,3,2026-04-07,3,Santos FC Matchday Experience & Tour,https://homefans.com/product/santos-fc-matchday-experience-tour/,high,Santos,Brazil,South America,167,2026-04-13,168,269.446588,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.631,0.251,high,Rio de Janeiro,Brazil,South America,1,1,1.950685,0.333333,0,0.0,0.0,0.040088,8.239521,189.021841,medium,https://homefans.com/product/botafogo-matchday-experience-2/
2,Santos FC Matchday Experience…,Corinthians Matchday Experienc…,later_lifecycle,approved_same_country,1,same_country,3,80.99158,3,3,2026-04-07,3,Santos FC Matchday Experience & Tour,https://homefans.com/product/santos-fc-matchday-experience-tour/,high,Santos,Brazil,South America,55,2026-04-10,56,89.832874,Corinthians Matchday Experience at NeoQuímica Arena,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.946,0.129,high,São Paulo,Brazil,South America,1,1,1.961644,0.333333,0,0.0,0.0,0.075268,25.018182,80.99158,medium,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/
3,Santos FC Matchday Experience…,Watch São Paulo FC Live at Mor…,later_lifecycle,approved_same_country,1,same_country,3,49.330405,3,3,2026-04-07,3,Santos FC Matchday Experience & Tour,https://homefans.com/product/santos-fc-matchday-experience-tour/,high,Santos,Brazil,South America,21,2026-04-08,21,32.863015,Watch São Paulo FC Live at MorumBIS Stadium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,3.216,0.969,high,São Paulo,Brazil,South America,1,1,1.986301,0.333333,0,0.0,0.0,0.124427,65.52381,49.330405,medium,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/
1,Argentinos Jrs Matchday Experi…,Boca Juniors Matchday Experien…,lifetime_overlap,approved_same_city,0,same_city,4,78.68188,2,2,2025-11-04,2,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,medium,Buenos Aires,Argentina,South America,68,2026-04-12,70,105.704108,Boca Juniors Matchday Experience – Special VIP Box Seats!,https://homefans.com/product/boca-juniors-matchday-experience-3/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.319,0.003,medium,Buenos Aires,Argentina,South America,1,0,0.0,0.0,0,0.0,0.0,0.083636,30.352941,78.68188,low,https://homefans.com/product/boca-juniors-matchday-experience-3/
2,Argentinos Jrs Matchday Experi…,Racing Club Local Matchday Exp…,lifetime_overlap,approved_same_city,0,same_city,4,55.913149,2,2,2025-11-04,2,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,medium,Buenos Aires,Argentina,South America,41,2026-04-07,43,68.778082,Racing Club Local Matchday Experience,https://homefans.com/product/racing-club-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.32,0.695,high,Buenos Aires,Argentina,South America,1,0,0.0,0.0,0,0.0,0.0,0.108806,50.341463,55.913149,low,https://homefans.com/product/racing-club-local-matchday-experience/
1,BOTAFOGO MATCHDAY EXPERIENCE,Watch Flamengo at Maracanã: Ti…,later_lifecycle,approved_same_city,0,same_city,3,447.73982,2,3,2026-04-13,3,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,high,Rio de Janeiro,Brazil,South America,429,2026-04-12,437,689.797273,Watch Flamengo at Maracanã: Ticket + Matchday Experience with a Local!,https://homefans.com/product/flamengo-live-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.452,0.712,high,Rio de Janeiro,Brazil,South America,1,1,1.989041,0.5,0,0.0,0.0,0.028576,4.811189,447.73982,medium,https://homefans.com/product/flamengo-live-at-maracana-stadium/
2,BOTAFOGO MATCHDAY EXPERIENCE,Vasco da Gama Matchday Experie…,later_lifecycle,approved_same_city,0,same_city,3,104.130308,2,3,2026-04-13,3,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,high,Rio de Janeiro,Brazil,South America,78,2026-04-13,78,126.536989,Vasco da Gama Matchday Experience,https://homefans.com/product/vasco-da-gama-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.648,0.217,high,Rio de Janeiro,Brazil,South America,1,1,2.0,0.5,0,0.0,0.0,0.077796,26.461538,104.130308,medium,https://homefans.com/product/vasco-da-gama-matchday-experience-4/
3,BOTAFOGO MATCHDAY EXPERIENCE,Vasco da Gama Match Day Experi…,lifetime_overlap,approved_same_city,0,same_city,4,30.836362,2,3,2026-04-13,3,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,high,Rio de Janeiro,Brazil,South America,12,2026-03-31,12,21.32603,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.479,0.249,high,Rio de Janeiro,Brazil,South America,1,0,0.0,0.0,0,0.0,0.0,0.203282,172.0,30.836362,low,https://homefans.com/product/vasco-gama/
1,Buenos Aires: Discover Buenos…,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0,same_city,3,59.921534,2,2,2025-11-13,2,Buenos Aires: Discover Buenos Aires’ Football Legacy by bike,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/,high,Buenos Aires,Argentina,South America,33,2026-04-10,33,54.093151,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.193,0.303,high,Buenos Aires,Argentina,South America,1,1,1.589041,0.5,0,0.0,0.0,0.12164,62.545455,59.921534,medium,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/
2,Buenos Aires: Discover Buenos…,Boca Juniors Football Match Ex…,lifetime_overlap,approved_same_city,0,same_city,4,24.646647,2,2,2025-11-13,2,Buenos Aires: Discover Buenos Aires’ Football Legacy by bike,https://homefans.com/product/murals-of-buenos-aires-the-spirit-of-football-on-the-streets/,high,Buenos Aires,Argentina,South America,4,2025-10-16,4,5.972603,Boca Juniors Popular Matchday Experience (Standing Section),https://homefans.com/product/boca-juniors-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,1.809,0.04,high,Buenos Aires,Argentina,South America,1,0,0.0,0.0,0,0.0,0.0,0.353125,516.0,24.646647,low,https://homefans.com/product/boca-juniors-matchday-experience/
