base_product,base_product_trigger_eligible,base_customer_count,base_order_count,base_product_last_seen_date,base_product_orders_last_12m,base_product_recent_activity_weight,base_product_live_title,base_product_url,base_product_url_confidence,base_product_locality,base_product_country,base_product_continent,available_recommendations,needs_manual_fill,suggestion_1,suggestion_1_basis,suggestion_1_commercial_review,suggestion_1_phi,suggestion_1_lift,suggestion_1_recency_weighted_score,suggestion_1_location_proximity,suggestion_1_locality,suggestion_1_country,suggestion_1_continent,suggestion_1_live_title,suggestion_1_url_clean,suggestion_1_url,suggestion_1_url_match_score,suggestion_1_url_match_gap,suggestion_1_url_confidence,suggestion_1_last_seen_date,suggestion_1_orders_last_12m,suggestion_1_recent_activity_weight,suggestion_1_later_customers,suggestion_1_later_weighted_12m,suggestion_1_post_purchase_rate,suggestion_1_same_order_count,suggestion_1_same_order_weighted_12m,suggestion_1_confidence,suggestion_2,suggestion_2_basis,suggestion_2_commercial_review,suggestion_2_phi,suggestion_2_lift,suggestion_2_recency_weighted_score,suggestion_2_location_proximity,suggestion_2_locality,suggestion_2_country,suggestion_2_continent,suggestion_2_live_title,suggestion_2_url_clean,suggestion_2_url,suggestion_2_url_match_score,suggestion_2_url_match_gap,suggestion_2_url_confidence,suggestion_2_last_seen_date,suggestion_2_orders_last_12m,suggestion_2_recent_activity_weight,suggestion_2_later_customers,suggestion_2_later_weighted_12m,suggestion_2_post_purchase_rate,suggestion_2_same_order_count,suggestion_2_same_order_weighted_12m,suggestion_2_confidence,suggestion_3,suggestion_3_basis,suggestion_3_commercial_review,suggestion_3_phi,suggestion_3_lift,suggestion_3_recency_weighted_score,suggestion_3_location_proximity,suggestion_3_locality,suggestion_3_country,suggestion_3_continent,suggestion_3_live_title,suggestion_3_url_clean,suggestion_3_url,suggestion_3_url_match_score,suggestion_3_url_match_gap,suggestion_3_url_confidence,suggestion_3_last_seen_date,suggestion_3_orders_last_12m,suggestion_3_recent_activity_weight,suggestion_3_later_customers,suggestion_3_later_weighted_12m,suggestion_3_post_purchase_rate,suggestion_3_same_order_count,suggestion_3_same_order_weighted_12m,suggestion_3_confidence
Fluminense Game Experience at…,yes,9,9,2026-03-09,9,15.101369,Fluminense Game Experience at Maracanã Stadium,https://homefans.com/product/fluminense-game-experience-at-maracana-stadium/,high,Rio de Janeiro,Brazil,South America,1,yes,Vasco da Gama Match Day Experi…,later_lifecycle,approved_same_city,0.093946,38.222222,37.923803,same_city,Rio de Janeiro,Brazil,South America,Vasco da Gama Match Day Experience (Regular stands),https://homefans.com/product/vasco-gama/,https://homefans.com/product/vasco-gama/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.479,0.249,high,2026-03-31,12,21.32603,1,1.621918,0.111111,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Extra Nights (Twin),no,9,9,2026-02-11,9,13.909589,Extra Night (Twin Room),https://homefans.com/product/extra-night-twin-room/,manual,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Day Experience - Huracán…,yes,9,9,2025-11-05,9,13.219179,"Match Day Experience – Huracán, with an emblematic stadium",https://homefans.com/product/huracan-match-day-experience/,high,Buenos Aires,Argentina,South America,1,yes,Boca Juniors Matchday Like a L…,lifetime_overlap,approved_same_city,0.015071,2.492754,189.637995,same_city,Buenos Aires,Argentina,South America,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,2026-04-13,185,297.326031,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Star Matchday Experience w…,yes,9,10,2026-04-10,10,15.715069,Red Star Matchday Experience with a local,https://homefans.com/product/red-star-matchday-experience/,high,Belgrade,Serbia,Europe,2,yes,Belgrade Basketball Experience…,later_lifecycle,approved_same_city,0.33301,458.666667,33.759954,same_city,Belgrade,Serbia,Europe,Belgrade Basketball Experience: See a Partizan or Red star game with local,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.91,0.106,high,2025-12-16,1,1.676712,1,1.676712,0.111111,0,0.0,medium,Belgrade EuroLeague basketball…,lifetime_overlap,approved_same_city,0.147697,91.733333,19.099282,same_city,Belgrade,Serbia,Europe,Belgrade EuroLeague basketball matchday experience,https://homefans.com/product/belgrade-euroleague-experience/,https://homefans.com/product/belgrade-euroleague-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.275,0.814,high,2025-12-13,5,8.131507,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,
Vélez Sarsfield Matchday Exper…,yes,9,9,2026-04-11,9,14.049315,Vélez Sarsfield Matchday Experience 5⭐,https://homefans.com/product/velez-matchday/,high,Buenos Aires,Argentina,South America,3,no,Argentinos Juniors Matchday Ex…,later_lifecycle,approved_same_city,0.114542,19.657143,109.659494,same_city,Buenos Aires,Argentina,South America,Argentinos Juniors Matchday Experience & Museum tour,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.404,0.806,high,2026-04-06,70,118.808219,2,3.161644,0.222222,0,0.0,high,Buenos Aires: CA Huracán Match…,later_lifecycle,approved_same_city,0.130236,36.693333,61.028369,same_city,Buenos Aires,Argentina,South America,Buenos Aires: CA Huracán Matchday Experience,https://homefans.com/product/huracan-experience-standing-spots/,https://homefans.com/product/huracan-experience-standing-spots/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.304,1.185,high,2026-04-09,26,40.641094,2,2.690411,0.222222,0,0.0,high,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0.015071,2.492754,202.07635,same_city,Buenos Aires,Argentina,South America,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.438,0.254,high,2026-04-13,185,297.326031,1,1.687671,0.111111,0,0.0,medium
Cruz Azul FC Match Day Experie…,yes,8,8,2025-10-04,8,10.684932,"Cruz Azul FC Match Day Experience, PUEBLA CITY (Travelling from México City)",https://homefans.com/product/matchday-mexico-city/,high,Puebla,Mexico,North America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galatasaray Matchday Experienc…,yes,8,8,2026-03-17,8,13.958904,Galatasaray Matchday Experiences,https://homefans.com/product/galatasaray-matchday-experiences/,high,Istanbul,Turkey,Europe,3,no,Fenerbahçe Matchday Experience,later_lifecycle,approved_same_city,0.160194,36.857143,71.658392,same_city,Istanbul,Turkey,Europe,Fenerbahçe Matchday Experience,https://homefans.com/product/fenerbahce-matchday-experience/,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.67,0.111,high,2026-04-07,45,69.854798,1,1.821918,0.125,0,0.0,medium,Istanbul Football Experience:…,lifetime_overlap,approved_same_city,0.057897,15.636364,42.65708,same_city,Istanbul,Turkey,Europe,Istanbul Football Experience: Eyüpspor Matchday Experience,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.818,0.014,medium,2026-04-12,33,50.999998,0,0.0,0.0,0,0.0,low,Beşiktaş Matchday Experience:…,lifetime_overlap,approved_same_city,0.08068,28.666667,31.136377,same_city,Istanbul,Turkey,Europe,Beşiktaş Matchday Experience: the Passion of Turkish Football,https://homefans.com/product/besiktas-matchday-experience-2/,https://homefans.com/product/besiktas-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.301,0.845,high,2026-04-07,19,31.232878,0,0.0,0.0,0,0.0,low
Match Day Experience - Deporti…,yes,8,8,2026-03-12,8,14.257533,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris Saint Germain Matchday E…,yes,8,8,2026-04-08,8,13.632876,Paris Saint Germain Matchday Experience (Long Side Upper),https://homefans.com/product/ultimate-paris-matchday-experience-psg/,high,Paris,France,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamengo Replica Shirt,no,7,7,2026-04-04,7,13.553424,Flamengo Replica Shirt,https://homefans.com/product/flamengo-replica-shirt/,high,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medellin Matchday Experience w…,yes,7,7,2025-10-14,7,9.484931,Independiente Medellin Matchday Experience,https://homefans.com/product/independiente-medellin-matchday-experience-2/,high,Medellín,Colombia,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platense Matchday Experience,yes,7,7,2026-04-07,7,13.490411,Platense Matchday Experience,https://homefans.com/product/platense-matchday-experience/,high,Buenos Aires,Argentina,South America,3,no,Boca Juniors Matchday Like a L…,later_lifecycle,approved_same_city,0.019629,3.204969,204.074434,same_city,Buenos Aires,Argentina,South America,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.438,0.254,high,2026-04-13,185,297.326031,1,1.983562,0.142857,0,0.0,medium,CA Independiente Local Matchda…,later_lifecycle,approved_same_city,0.233367,57.533101,74.491515,same_city,Buenos Aires,Argentina,South America,CA Independiente Local Matchday Experience,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.148,0.922,high,2026-04-13,41,69.630138,1,1.863014,0.142857,0,0.0,medium,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0.062416,17.87013,58.038423,same_city,Buenos Aires,Argentina,South America,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.193,0.303,high,2026-04-10,33,54.093151,1,1.961644,0.142857,0,0.0,medium
Private Tour Add-on,no,7,8,2026-02-03,8,12.361644,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queens Park Rangers (QPR) Matc…,yes,7,7,2026-03-29,7,10.975343,Queens Park Rangers (QPR) Matchday Experience,https://homefans.com/product/queens-park-rangers-qpr-matchday-experience/,high,London,United Kingdom,Europe,2,yes,Charlton Athletic Matchday Exp…,later_lifecycle,approved_same_city,0.534199,589.714286,50.447274,same_city,London,United Kingdom,Europe,"Charlton Athletic Matchday Experience – The Valley, London",https://homefans.com/product/charlton-athletic-matchday-experience-the-valley-london/,https://homefans.com/product/charlton-athletic-matchday-experience-the-valley-london/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.276,1.015,high,2025-11-25,2,3.219178,2,3.219178,0.285714,0,0.0,high,Manchester United Matchday Exp…,later_lifecycle,approved_same_country,0.187951,147.428571,31.796763,same_country,Manchester,United Kingdom,Europe,Manchester United Matchday Experience,https://homefans.com/product/manchester-united-matchday-experience/,https://homefans.com/product/manchester-united-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.034,0.915,high,2025-12-13,4,6.39726,1,1.616438,0.142857,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,
River Plate – Hospitality VIP…,yes,7,7,2026-04-13,7,11.958905,River Plate – Hospitality VIP Experience,https://homefans.com/product/river-plate-hospitality-vip-experience/,high,Buenos Aires,Argentina,South America,1,yes,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0.062416,17.87013,57.723353,same_city,Buenos Aires,Argentina,South America,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.193,0.303,high,2026-04-10,33,54.093151,1,1.89863,0.142857,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River Plate – Matchday experie…,yes,7,7,2026-04-11,7,11.331506,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/,high,Buenos Aires,Argentina,South America,2,yes,Boca Juniors Popular Matchday…,later_lifecycle,approved_same_city,0.035212,6.857143,106.63317,same_city,Buenos Aires,Argentina,South America,Boca Juniors Popular Matchday Experience (Standing Section),https://homefans.com/product/boca-juniors-matchday-experience/,https://homefans.com/product/boca-juniors-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.738,0.982,high,2026-04-05,86,137.657534,1,1.805479,0.142857,0,0.0,medium,Buenos Aires: CA Huracán Match…,later_lifecycle,approved_same_city,0.07267,23.588571,50.269572,same_city,Buenos Aires,Argentina,South America,Buenos Aires: CA Huracán Matchday Experience,https://homefans.com/product/huracan-experience-standing-spots/,https://homefans.com/product/huracan-experience-standing-spots/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.304,1.185,high,2026-04-09,26,40.641094,1,1.890411,0.142857,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,
São Paulo FC Match Day Experie…,yes,7,7,2026-04-11,7,12.586302,São Paulo FC Match Day Experience with Guilherme,https://homefans.com/product/match-day-experience-with-guilherme/,high,São Paulo,Brazil,South America,1,yes,Botafogo Matchday Experience w…,lifetime_overlap,approved_same_country,0.021421,3.531223,173.263164,same_country,Rio de Janeiro,Brazil,South America,BOTAFOGO MATCHDAY EXPERIENCE,https://homefans.com/product/botafogo-matchday-experience-2/,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.631,0.251,high,2026-04-13,168,269.446588,0,0.0,0.0,0,0.0,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Croatian Derby Matchday Ex…,yes,7,7,2025-12-19,7,10.630137,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Box Matchday Experience at…,yes,7,8,2026-04-05,8,14.726026,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIP Match Day Experience - San…,yes,7,7,2026-04-13,7,12.726028,"VIP Match Day Experience – San Lorenzo, one of the 5 greats of Argentine football",https://homefans.com/product/san-lorenzo-match-day-experience/,high,Buenos Aires,Argentina,South America,3,no,Platense - Match Day Experienc…,same_order_bundle,approved_same_city,0.089287,34.689076,41.895039,same_city,Buenos Aires,Argentina,South America,Platense – Match Day Experience at the home of the Argentine champions.,https://homefans.com/product/platense-match-day-experience/,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1.928,0.211,high,2026-03-13,18,29.49589,0,0.0,0.0,1,1.391781,medium,River Plate Matchday Experienc…,later_lifecycle,approved_same_city,0.042485,9.214286,87.002117,same_city,Buenos Aires,Argentina,South America,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/,https://homefans.com/product/see-river-plate-live-in-el-monumental/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.369,0.048,high,2026-04-11,64,103.358908,1,1.994521,0.142857,0,0.0,medium,Boca Juniors Matchday Like a L…,lifetime_overlap,approved_same_city,0.048159,6.409938,192.91538,same_city,Buenos Aires,Argentina,South America,Boca Juniors Matchday Like a Local at La Bombonera – Long Side Seats with Transport,https://homefans.com/product/boca-juniors-matchday-experience-4/,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.438,0.254,high,2026-04-13,185,297.326031,0,0.0,0.0,0,0.0,medium
🎟️ River Plate Matchday Experi…,yes,7,7,2026-04-09,7,13.430138,River Plate Matchday Experience – short side,https://homefans.com/product/see-river-plate-live-in-el-monumental/,high,Buenos Aires,Argentina,South America,3,no,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0.062416,17.87013,58.038423,same_city,Buenos Aires,Argentina,South America,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.193,0.303,high,2026-04-10,33,54.093151,1,1.961644,0.142857,0,0.0,medium,Experience River Plate Matchda…,lifetime_overlap,approved_same_city,0.027076,4.717714,131.75055,same_city,Buenos Aires,Argentina,South America,Experience River Plate Matchday like a local at El Monumental – Shortside Seats,https://homefans.com/product/river-plate-matchday-experience/,https://homefans.com/product/river-plate-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.118,0.5,high,2026-04-13,128,200.791785,0,0.0,0.0,0,0.0,low,🏆 Top Rated Boca Experience |…,lifetime_overlap,approved_same_city,0.050451,12.285714,60.446425,same_city,Buenos Aires,Argentina,South America,🏆 Top Rated Boca Experience | Premium Seats | Full Transfer,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/,https://homefans.com/product/boca-juniors-matchday-experience-lower-sector-few-meters-from-the-field/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.288,0.967,high,2026-04-06,50,84.227398,0,0.0,0.0,0,0.0,low
Bucharest Derby Matchday Exper…,yes,6,6,2025-12-02,6,9.482192,Bucharest Derby Matchday Experience,https://homefans.com/product/bucharest-derby-matchday-experience/,high,Bucharest,Romania,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club Nacional de Football – Of…,yes,6,6,2025-11-23,6,8.884932,Club Nacional de Football – Official Matchday Experience,https://homefans.com/product/club-nacional-de-football-official-matchday-experience/,high,Montevideo,Uruguay,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra Night (Single Room),no,6,6,2026-04-08,6,10.20548,Extra night (Single),https://homefans.com/product/extra-night-single/,high,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huracán Matchday Experience,yes,6,6,2026-02-24,6,9.287671,Huracán Matchday Experience,https://homefans.com/product/huracan-matchday-experience/,high,Buenos Aires,Argentina,South America,2,yes,San Lorenzo Matchday Experienc…,later_lifecycle,approved_same_city,0.063839,18.594595,59.845165,same_city,Buenos Aires,Argentina,South America,San Lorenzo Matchday Experience,https://homefans.com/product/san-lorenzo-matchday-experience/,https://homefans.com/product/san-lorenzo-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.595,0.055,high,2026-04-13,39,63.816441,1,1.232877,0.166667,0,0.0,medium,Vélez Sarsfield “El Fortín” Ma…,later_lifecycle,approved_same_city,0.12747,68.8,32.445371,same_city,Buenos Aires,Argentina,South America,Vélez Sarsfield “El Fortín” Matchday Experience,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.792,1.0,high,2025-11-21,10,14.093152,1,1.232877,0.166667,0,0.0,medium,,,,,,,,,,,,,,,,,,,,,,,,,
Millonarios Football Tour Matc…,yes,6,6,2026-02-28,6,8.38904,Millonarios Football Tour Matchday Experience,https://homefans.com/product/millonarios-matchday-experience/,high,Bogotá,Colombia,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superclásico Matchday Experien…,yes,6,6,2025-11-03,6,8.339726,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São Paulo FC Matchday at Morum…,yes,6,6,2026-03-08,6,9.657535,São Paulo FC Matchday at Morumbi Stadium,https://homefans.com/product/sao-paulo-fc-matchday-at-morumbi-stadium/,high,São Paulo,Brazil,South America,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Old Firm: Rangers vs Celti…,yes,6,6,2025-11-13,6,8.117808,The Old Firm: Rangers vs Celtic,https://homefans.com/product/the-old-firm-rangers-vs-celtic/,high,Glasgow,United Kingdom,Europe,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ultimate Superclásico: Riv…,yes,6,6,2026-02-17,6,9.542465,The Ultimate Superclásico: River Plate v Boca Juniors,https://homefans.com/product/superclasico/,high,Buenos Aires,Argentina,South America,3,no,Boca Juniors Experience: Bombo…,later_lifecycle,approved_same_city,0.06798,20.848485,58.62225,same_city,Buenos Aires,Argentina,South America,"Boca Juniors Experience: Bombonera Tour, Museum & Caminito Walk",https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.193,0.303,high,2026-04-10,33,54.093151,1,1.991781,0.166667,0,0.0,medium,Buenos Aires: The Ultimate Die…,later_lifecycle,approved_same_city,0.103374,45.866667,41.910903,same_city,Buenos Aires,Argentina,South America,Buenos Aires: The Ultimate Diego Maradona Experience in La Paternal,https://homefans.com/product/diego-maradona-the-ultimate-experience/,https://homefans.com/product/diego-maradona-the-ultimate-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,3.016,0.942,high,2026-04-08,15,22.419178,1,1.983562,0.166667,0,0.0,medium,ARGENTINA & BRAZIL: Rio de Jan…,lifetime_overlap,approved_same_city,0.234931,229.333333,22.114515,same_city,Buenos Aires,Argentina,South America,ARGENTINA & BRAZIL: Rio de Janeiro to Buenos Aires,https://homefans.com/product/brazil-argentina-small-group-adventures/,https://homefans.com/product/brazil-argentina-small-group-adventures/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,3.066,1.198,high,2026-03-27,3,4.824658,0,0.0,0.0,0,0.0,low
Belgrade EuroLeague basketball…,yes,5,5,2025-12-13,5,8.131507,Belgrade EuroLeague basketball matchday experience,https://homefans.com/product/belgrade-euroleague-experience/,high,Belgrade,Serbia,Europe,3,no,Red Star Matchday Experience w…,later_lifecycle,approved_same_city,0.147697,91.733333,37.825172,same_city,Belgrade,Serbia,Europe,Red Star Matchday Experience with a local,https://homefans.com/product/red-star-matchday-experience/,https://homefans.com/product/red-star-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2.77,0.675,high,2026-04-10,10,15.715069,1,1.668493,0.2,0,0.0,medium,Belgrade Basketball Experience…,later_lifecycle,approved_same_city,0.446997,825.6,36.594843,same_city,Belgrade,Serbia,Europe,Belgrade Basketball Experience: See a Partizan or Red star game with local,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_2,2.91,0.106,high,2025-12-16,1,1.676712,1,1.676712,0.2,0,0.0,medium,Partizan Belgrade Matchday Exp…,later_lifecycle,approved_same_city,0.315729,412.8,33.982893,same_city,Belgrade,Serbia,Europe,Partizan Belgrade Matchday Experience,https://homefans.com/product/experience-a-partizan-home-game-in-belgrade/,https://homefans.com/product/experience-a-partizan-home-game-in-belgrade/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_3,2.97,1.088,high,2025-12-05,2,2.99452,1,1.646575,0.2,0,0.0,medium
