working,http_status,curl_exit_code,link_type,url,clean_url,final_url,occurrences,first_base_product,first_suggestion_rank,first_suggestion,checked_at,error
yes,200,0,base_product_url,https://homefans.com/product/ultimate-argentina/,https://homefans.com/product/ultimate-argentina/,https://homefans.com/product/ultimate-argentina/,1,Ultimate Argentina: 11 Day Foo…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ultimate-brazil-sao-paulo-rio/,https://homefans.com/product/ultimate-brazil-sao-paulo-rio/,https://homefans.com/product/ultimate-brazil-sao-paulo-rio/,1,Best of Brazil: São Paulo & Ri…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ultimate-korea-a-sports-culture-experience-like-no-other-%f0%9f%87%b0%f0%9f%87%b7/,https://homefans.com/product/ultimate-korea-a-sports-culture-experience-like-no-other-%f0%9f%87%b0%f0%9f%87%b7/,https://homefans.com/product/ultimate-korea-a-sports-culture-experience-like-no-other-%f0%9f%87%b0%f0%9f%87%b7/,1,Ultimate Korea: A Sports &…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ultimate-paris-matchday-experience-psg/,https://homefans.com/product/ultimate-paris-matchday-experience-psg/,https://homefans.com/product/ultimate-paris-matchday-experience-psg/,1,Paris Saint Germain Matchday E…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/ultimate-south-america-buenos-aires-and-montevideo/,https://homefans.com/product/ultimate-south-america-buenos-aires-and-montevideo/,https://homefans.com/product/ultimate-south-america-buenos-aires-and-montevideo/,1,2 Capitals: Buenos Aires & Mon…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/union-berlin-pre-matchday-feel-the-bundesliga-spirit-at-alten-forsterei/,https://homefans.com/product/union-berlin-pre-matchday-feel-the-bundesliga-spirit-at-alten-forsterei/,https://homefans.com/product/union-berlin-pre-matchday-feel-the-bundesliga-spirit-at-alten-forsterei/,1,Union Berlin Pre-Matchday – Fe…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/universidad-de-chile-matchday-experience/,https://homefans.com/product/universidad-de-chile-matchday-experience/,https://homefans.com/product/universidad-de-chile-matchday-experience/,1,Universidad de Chile Matchday…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/vasco-da-gama-match-experience-the-most-hostile-ground-as-a-local/,https://homefans.com/product/vasco-da-gama-match-experience-the-most-hostile-ground-as-a-local/,https://homefans.com/product/vasco-da-gama-match-experience-the-most-hostile-ground-as-a-local/,1,Vasco da Gama Match Experience,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,https://homefans.com/product/vasco-da-gama-matchday-experience-4/,1,Vasco da Gama Matchday Experie…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/vasco-gama/,https://homefans.com/product/vasco-gama/,https://homefans.com/product/vasco-gama/,1,Vasco da Gama Match Day Experi…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/velez-matchday/,https://homefans.com/product/velez-matchday/,https://homefans.com/product/velez-matchday/,1,Vélez Sarsfield Matchday Exper…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/,https://homefans.com/product/velez-sarsfield-el-fortin-matchday-experience/,1,Vélez Sarsfield “El Fortín” Ma…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/velez-sarsfield-football-match-experience/,https://homefans.com/product/velez-sarsfield-football-match-experience/,https://homefans.com/product/velez-sarsfield-football-match-experience/,1,Velez Sarsfield Football Match…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,https://homefans.com/product/velez-sarsfield-like-a-local-matchday/,1,Velez Sarsfield like a local:…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/velez-sarsfield-match-day-experience/,https://homefans.com/product/velez-sarsfield-match-day-experience/,https://homefans.com/product/velez-sarsfield-match-day-experience/,1,Match Day Experience - Veléz S…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,https://homefans.com/product/watch-a-game-at-huracan-at-tomas-duco-stadium/,1,Watch a game at Huracán - Toma…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watch-flamengo-at-maracana/,https://homefans.com/product/watch-flamengo-at-maracana/,https://homefans.com/product/watch-flamengo-at-maracana/,1,Flamengo Matchday Like a Local…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watch-fluminense-live-at-maracana-stadium/,https://homefans.com/product/watch-fluminense-live-at-maracana-stadium/,https://homefans.com/product/watch-fluminense-live-at-maracana-stadium/,1,See Fluminense like a local at…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watch-joga-bonito-live-brazil-matchday-experience-the-magic-of-brazilian-football/,https://homefans.com/product/watch-joga-bonito-live-brazil-matchday-experience-the-magic-of-brazilian-football/,https://homefans.com/product/watch-joga-bonito-live-brazil-matchday-experience-the-magic-of-brazilian-football/,1,Watch “Joga Bonito” Live – Bra…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watch-live-fulham-at-craven-cottage/,https://homefans.com/product/watch-live-fulham-at-craven-cottage/,https://homefans.com/product/watch-live-fulham-at-craven-cottage/,1,Fulham Matchday Experience,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watch-napoli-live-at-the-stadio-diego-armando-maradona/,https://homefans.com/product/watch-napoli-live-at-the-stadio-diego-armando-maradona/,https://homefans.com/product/watch-napoli-live-at-the-stadio-diego-armando-maradona/,1,Watch Napoli live at the Stadi…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,https://homefans.com/product/watch-sao-paulo-fc-live-at-morumbis-stadium/,1,Watch São Paulo FC Live at Mor…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/watching-baseball-in-seoul-local-dining-experience/,https://homefans.com/product/watching-baseball-in-seoul-local-dining-experience/,https://homefans.com/product/watching-baseball-in-seoul-local-dining-experience/,1,Watching Baseball in Seoul & L…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/where-football-was-forged-a-journey-through-bilbaos-historic-grounds/,https://homefans.com/product/where-football-was-forged-a-journey-through-bilbaos-historic-grounds/,https://homefans.com/product/where-football-was-forged-a-journey-through-bilbaos-historic-grounds/,1,The Ultimate Bilbao Groundhopp…,,,2026-04-20 America/Los_Angeles,
yes,200,0,base_product_url,https://homefans.com/product/wisla-krakow-matchday-experience/,https://homefans.com/product/wisla-krakow-matchday-experience/,https://homefans.com/product/wisla-krakow-matchday-experience/,1,Wisla Krakow Matchday Experien…,,,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/%f0%9f%94%b4%f0%9f%94%b5fc-barcelona-matchday-experience-%f0%9f%94%b4%f0%9f%94%b5/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/%f0%9f%94%b4%f0%9f%94%b5fc-barcelona-matchday-experience-%f0%9f%94%b4%f0%9f%94%b5/,https://homefans.com/product/%f0%9f%94%b4%f0%9f%94%b5fc-barcelona-matchday-experience-%f0%9f%94%b4%f0%9f%94%b5/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,FC Barcelona Museum Tour with…,1,FC Barcelona Matchday Experien…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/airport-transfer/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/airport-transfer/,https://homefans.com/shop/,2,Match Day Experience - Argenti…,1,Airport Transfers,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/ajax-amsterdam-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/ajax-amsterdam-matchday-experience/,https://homefans.com/product/ajax-amsterdam-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,FC Utrecht matchday experience,1,Ajax Amsterdam Matchday Experi…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/atleticonacional-football-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/atleticonacional-football-tour/,https://homefans.com/product/atleticonacional-football-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Independiente Medellin Matchda…,1,Atletico Nacional Matchday Exp…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/,https://homefans.com/product/belgrade-basketball-experience-see-a-partizan-or-red-star-game-with-local/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Red Star Matchday Experience w…,1,Belgrade Basketball Experience…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/belgrade-euroleague-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/belgrade-euroleague-experience/,https://homefans.com/product/belgrade-euroleague-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Partizan Belgrade Matchday Exp…,1,Belgrade EuroLeague basketball…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/,https://homefans.com/product/boca-juniors-experience-bombonera-tour-museum-caminito-walk/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,5,River Plate – Hospitality VIP…,1,Boca Juniors Experience: Bombo…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/boca-juniors-matchday-experience-3/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/boca-juniors-matchday-experience-3/,https://homefans.com/product/boca-juniors-matchday-experience-3/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Argentinos Jrs Matchday Experi…,1,Boca Juniors Matchday Experien…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/boca-juniors-matchday-experience-4/,https://homefans.com/product/boca-juniors-matchday-experience-4/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,9,Experience River Plate Matchda…,1,Boca Juniors Matchday Like a L…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/boca-juniors-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/boca-juniors-matchday-experience/,https://homefans.com/product/boca-juniors-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,River Plate – Matchday experie…,1,Boca Juniors Popular Matchday…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/botafogo-fr-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/botafogo-fr-matchday-experience/,https://homefans.com/product/botafogo-fr-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,⭐ Best Rated | Flamengo Matchd…,1,Botafogo FR Matchday Experienc…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/botafogo-matchday-experience-2/,https://homefans.com/product/botafogo-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,5,Flamengo Matchday Experience (…,1,Botafogo Matchday Experience w…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/c-d-guadalajara-las-chivas-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/c-d-guadalajara-las-chivas-matchday-experience/,https://homefans.com/product/c-d-guadalajara-las-chivas-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Mexico City: Matchday Experien…,1,C.D. Guadalajara: Las Chivas M…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/charlton-athletic-matchday-experience-the-valley-london/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/charlton-athletic-matchday-experience-the-valley-london/,https://homefans.com/product/charlton-athletic-matchday-experience-the-valley-london/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Queens Park Rangers (QPR) Matc…,1,Charlton Athletic Matchday Exp…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/club-america-match-day-experience-mexico-city/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/club-america-match-day-experience-mexico-city/,https://homefans.com/product/club-america-match-day-experience-mexico-city/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3,C.D. Guadalajara: Las Chivas M…,1,Mexico City: Matchday Experien…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/,https://homefans.com/product/corinthians-match-day-experience-at-neo-quimica-arena/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Watch São Paulo FC Live at Mor…,1,Corinthians Matchday Experienc…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/,https://homefans.com/product/diego-armando-maradona-stadium-behind-the-scenes-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,8,River Plate Matchday Experienc…,1,Argentinos Juniors Matchday Ex…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/experience-ac-milan-live-at-san-siro/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/experience-ac-milan-live-at-san-siro/,https://homefans.com/product/experience-ac-milan-live-at-san-siro/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,SSC Napoli Matchday Experience…,1,Experience San Siro like a tru…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/extra-night-twin-room/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/extra-night-twin-room/,https://homefans.com/shop/,1,The Eternal Derby: Red Star Be…,1,Hotel Extra Nights (Twin),2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/fc-barcelona-museum-tour-with-tapas/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/fc-barcelona-museum-tour-with-tapas/,https://homefans.com/product/fc-barcelona-museum-tour-with-tapas/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,FC Barcelona Matchday Experien…,1,FC Barcelona Museum Tour with…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/fc-utrecht-matchday-and-old-town-utrecht-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/fc-utrecht-matchday-and-old-town-utrecht-experience/,https://homefans.com/product/fc-utrecht-matchday-and-old-town-utrecht-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Ajax Amsterdam Matchday Experi…,1,FC Utrecht matchday experience,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/fenerbahce-matchday-experience/,https://homefans.com/product/fenerbahce-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,4,Beşiktaş Matchday Experience:…,1,Fenerbahçe Matchday Experience,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/fifa-street-football-court-experience-favela-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/fifa-street-football-court-experience-favela-tour/,https://homefans.com/product/fifa-street-football-court-experience-favela-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Watch Flamengo at Maracanã: Ti…,1,FIFA Street football court exp…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/flamengo-live-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/flamengo-live-at-maracana-stadium/,https://homefans.com/product/flamengo-live-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3,See Fluminense like a local at…,1,Watch Flamengo at Maracanã: Ti…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/flamengo-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/flamengo-match-day-experience-tour/,https://homefans.com/product/flamengo-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Brazil Game Experience at Mara…,1,⭐ Best Rated | Flamengo Matchd…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/flamengos-game-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/flamengos-game-at-maracana-stadium/,https://homefans.com/product/flamengos-game-at-maracana-stadium/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,🏆 Top Rated | Fluminense Match…,1,Flamengo Matchday with Transpo…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/fluminense-fc-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/fluminense-fc-matchday-experience/,https://homefans.com/product/fluminense-fc-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Vasco da Gama Matchday Experie…,1,Fluminense FC Matchday Experie…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/galatasaray-matchday-experiences/,https://homefans.com/product/galatasaray-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Istanbul Football Experience:…,1,Galatasaray Matchday Experienc…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/hotel-upgrade/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/hotel-upgrade/,https://homefans.com/shop/,1,Breakfast,1,Hotel Upgrade 4*,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/independiente-local-matchday-experience/,https://homefans.com/product/independiente-local-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,3,Buenos Aires: The Ultimate Die…,1,CA Independiente Local Matchda…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/independiente-medellin-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/independiente-medellin-matchday-experience-2/,https://homefans.com/product/independiente-medellin-matchday-experience-2/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Atletico Nacional Matchday Exp…,1,Independiente Medellin Matchda…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/,https://homefans.com/product/istanbul-football-experience-eyupspor-matchday-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Fenerbahçe Matchday Experience,1,Istanbul Football Experience:…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/istanbul-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/istanbul-matchday-experiences/,https://homefans.com/product/istanbul-matchday-experiences/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Ultimate Istanbul Football Adv…,1,Istanbul Matchday Experiences,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/,https://homefans.com/product/local-sparta-praha-slavia-prague-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Slavia Prague Matchday Experie…,1,Sparta Prague Matchday Experie…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/manchester-united-matchday-experience-in-manchester/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/manchester-united-matchday-experience-in-manchester/,https://homefans.com/product/manchester-united-matchday-experience-in-manchester/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Fulham Matchday Experience,1,Manchester United Pre-Match Ex…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/,https://homefans.com/product/matchday-and-street-food-tour-with-besiktas/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Fenerbahçe Matchday Experience…,1,Matchday and Street Food Tour…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/palmeiras-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/palmeiras-match-day-experience-tour/,https://homefans.com/product/palmeiras-match-day-experience-tour/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,São Paulo FC Matchday Experien…,1,Palmeiras Matchday Experience…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/platense-match-day-experience/,https://homefans.com/product/platense-match-day-experience/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,2,VIP Match Day Experience - San…,1,Platense - Match Day Experienc…,2026-04-20 America/Los_Angeles,
yes,200,0,suggestion_1_url,https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/,https://homefans.com/product/pumas-unam-match-day-experience-mexico-city/?utm_source=klaviyo&utm_medium=email&utm_campaign=post_purchase_upsell&utm_content=upsell_suggestion_1,1,Club América Match Day Experie…,1,Pumas UNAM Football Matchday E…,2026-04-20 America/Los_Angeles,
